id_a,id_b,name_a,name_b
52477,49639,ABCB1,SNX10
28382,51814,EXOG,RBM5
50885,21664,BIRC3,SYNE2
53152,12242,AZGP1,CSF1R
19034,8059,MUS81,TBC1D17
25523,10546,SLCO4A1,VANGL1
48072,28478,KCNJ3,NRAS
35850,9064,BUB1,MAP2
38126,48917,HRAS,ICOS
33121,37525,PALLD,TGFB1I1
25336,27350,LUC7L3,TRNAU1AP
18810,14317,CYP3A4,RPL5
23117,1701,POLE2,MCM6
10770,34023,SRD5A3,KRAS
32400,15755,ABCC10,FANCF
8351,38919,GPC5,SLC22A1
39043,28265,CSK,GRSF1
17365,10675,KIT,PYROXD1
11786,14317,CYP3A5,RPL5
50805,51050,EIF3D,PSMC1
40861,36223,PRPF38A,CTCF
39043,44267,CSK,DCP1B
4113,18566,BLM,BICD2
34023,27066,KRAS,TNPO1
5509,50762,EGFR,SDC4
45252,14974,ADAM9,RAB11FIP5
38126,41553,HRAS,MKI67
5760,18835,PTCH2,BRCA1
13268,20631,KIF14,NCAPD2
53953,9816,TP53,DGUOK
34785,28345,ZNF282,ZNF777
29315,26093,PPIE,ZNF830
7389,32437,RPP40,SEMA3E
48980,48303,AKT1,MTOR
16320,716,SRP19,TUBGCP3
21836,47356,LMAN1,RPE
30825,42025,PTEN,SCAP
30825,44648,PTEN,CEBPE
39960,8239,PAPOLA,VRK1
34023,19192,KRAS,MAPK6
13091,8243,GTF2H5,ORM1
3355,16774,FH,MASTL
6914,30021,MED23,SLC7A1
16912,38126,PAMR1,HRAS
46620,38126,FGL2,HRAS
42908,31990,INTS5,PSMD1
8372,34023,KLK8,KRAS
28478,9749,NRAS,RCE1
15868,19793,GFER,GNPAT
34874,10723,CCNB1IP1,MYC
26411,29587,MAPKAP1,RPTOR
53017,9960,SLC22A2,ZNF473
19331,30825,ARG2,PTEN
19838,6834,CXorf21,SCNN1D
38126,45639,HRAS,NCKIPSD
40900,53017,RCAN1,SLC22A2
5015,1966,ABCC2,RNF213
2497,20693,MAML1,PTGS1
45386,15824,CDC73,LEO1
41071,16844,ADGRE1,NAE1
39043,50212,CSK,RAB21
1844,2229,BPTF,POLG2
32134,8984,BAG4,CDC25B
36688,52706,SPHK1,TOP1MT
48980,26324,AKT1,ATG5
19526,28478,NPR2,NRAS
19034,7389,MUS81,RPP40
45720,14317,PPWD1,RPL5
41103,12508,CHEK1,SMARCA4
14317,16041,RPL5,ZNF574
28985,9791,PSRC1,CCNF
35603,16844,CCDC190,NAE1
24480,50181,GFI1B,MED10
19034,35850,MUS81,BUB1
39562,53420,CDKN1A,UBA1
40767,26205,REV3L,ATAD1
13525,10988,RAB28,PSMC3
51798,44227,DHX32,IL13RA1
35850,30024,BUB1,MAP4
27304,16104,CDK12,PRKCA
38126,20046,HRAS,WNK3
16844,5436,NAE1,PDS5B
42872,15320,BUD13,CEP57
30717,5832,PAK1,SLC29A1
16654,21415,PTTG1,URI1
42863,16844,SMIM7,NAE1
47574,38692,NHP2,POLD4
16502,3355,CENPP,FH
17523,29580,PARP1,XRCC4
17468,19782,PGM1,STK4
31093,7828,TMPRSS6,CD6
53152,25450,AZGP1,CYP2C9
53953,15840,TP53,TESK1
49106,22479,C1orf112,RFC4
34436,23117,KIF11,POLE2
41993,35590,CDC25A,PRKAA1
12572,53702,HDHD2,ZNF397
10723,50607,MYC,PCNT
38126,40340,HRAS,METAP2
24434,8243,ADAM22,ORM1
13650,6914,CDCA8,MED23
12572,28436,HDHD2,ME2
19786,12161,RET,SORBS1
53953,5178,TP53,RB1
19891,9851,PLOD3,TMEM43
18416,50383,ERC2,AHNAK
16654,9023,PTTG1,SNW1
16654,18569,PTTG1,NFYC
3722,4470,FLI1,BRIP1
48983,53442,EDA,HMGA1
44601,19786,FCN3,RET
16844,46253,NAE1,STAT1
30336,10723,DIAPH2,MYC
34953,50823,ABCC1,BCKDK
27304,843,CDK12,PIK3CD
43751,14851,ARIH1,MED24
643,4628,C8A,SPTLC3
45525,45651,MEN1,SDHB
15161,34516,PDGFC,ITGAV
46881,31356,RIDA,POLR2K
26198,22268,CYP2C19,NFATC1
18044,10218,NFYB,SCYL2
9848,1118,DDR1,PRMT8
16774,34965,MASTL,PDCD7
52801,47533,MARVELD3,NECTIN4
17523,20834,PARP1,ALDH5A1
13088,10723,ERBB2,MYC
24079,48216,CD81,STAU1
44930,12161,ABCG2,SORBS1
23293,22410,DMAP1,EXOSC4
42745,52044,ZSWIM8,PHF1
29132,21247,ALB,CLTC
38126,22079,HRAS,KLHL8
10703,34023,FAM9B,KRAS
10583,16104,DBH,PRKCA
51488,17637,SPTLC1,TWF1
45942,34023,HDAC9,KRAS
48980,17523,AKT1,PARP1
23742,19013,NACA,ZMAT5
16844,36331,NAE1,PPME1
42908,42681,INTS5,RTF1
11609,53953,AKAP8L,TP53
43914,47624,BUB3,KIF20B
49128,37268,BNIP1,PGK1
41237,28102,CELF2,CYP2D6
47080,1082,RBM15,TNFRSF1A
39043,13393,CSK,TMEM108
19034,11747,MUS81,TRAPPC13
45958,42370,CYP3A7,NKRF
25726,6914,CDC26,MED23
3892,20488,GNA12,PRPF18
53918,38919,FOSL1,SLC22A1
44930,4316,ABCG2,ANK3
38126,26354,HRAS,NOP14
40256,46379,FABP4,HMGCR
45504,47496,CTDP1,TSC22D2
7334,7862,IMPDH1,WEE1
1971,32739,GTF3C4,RAD23B
48234,19297,PGAP3,WIPF2
14572,5719,CENPW,PPP2R1A
40608,36988,ATP6V1G1,VPS29
45389,50559,DOT1L,IGF1R
41434,25037,FLT1,SLC29A2
34990,34756,CNBP,TSN
710,26135,GSDME,SERPINE1
34521,4095,HECTD3,NR1I2
16119,30825,OR2T33,PTEN
25270,30310,PPM1D,RAD51
25978,35437,L3MBTL2,TRMT2A
25867,38141,BRCA2,CCT2
3744,27343,BIRC2,RADIL
4113,49650,BLM,CCNL1
30928,14317,RBFA,RPL5
39043,10514,CSK,FBXW12
34023,43960,KRAS,COCH
6653,43303,PDCD2L,PNPT1
39043,36762,CSK,NME7
13813,25450,ACSL1,CYP2C9
40608,28725,ATP6V1G1,OGFOD1
29689,16844,KAT5,NAE1
11755,4153,NUP62,PRPF31
28478,33628,NRAS,SEC13
15176,34023,IFT80,KRAS
1388,17365,CA2,KIT
27278,18835,ACTL6A,BRCA1
40977,41374,CSF3R,MAPK12
26207,33952,NT5E,RAI14
39043,35422,CSK,SARDH
45389,41448,DOT1L,LIG1
19034,45088,MUS81,GDAP1
51610,11818,BCL2L11,BRAF
34023,1571,KRAS,ZNF263
45526,28463,PTPN12,RGS11
8243,14317,ORM1,RPL5
35222,25450,CPSF1,CYP2C9
134,5509,CDK4,EGFR
30024,28478,MAP4,NRAS
21415,34023,URI1,KRAS
43751,11089,ARIH1,PMF1
1145,22368,GNL3L,RPL30
12215,25867,LRRTM3,BRCA2
39043,44771,CSK,ETFBKMT
43751,38823,ARIH1,TRMT5
47124,5648,CYP2C8,HPS1
47874,19786,API5,RET
12242,21905,CSF1R,CSHL1
15894,2984,DSG2,KRT6B
8304,52580,DDR2,SMARCA2
38104,396,PAFAH1B1,WDR7
49201,716,CENPM,TUBGCP3
7245,13062,BOD1L1,GTF2H4
9844,19979,CPSF3,PPIH
23176,6525,PLK1,SHCBP1
53265,12238,RAE1,SKA3
2483,5829,SNX2,TRIM23
38126,45171,HRAS,MAD2L1
11778,53017,FLT3LG,SLC22A2
34023,42314,KRAS,PGC
1454,28478,EDA2R,NRAS
10723,50320,MYC,ODAM
39043,3730,CSK,MFN1
8922,48097,GTF3C5,SSNA1
18295,28308,CDK1,TAF2
39155,16901,BRD2,NDUFB1
49386,38126,NRDE2,HRAS
28362,38126,FCGR1A,HRAS
30825,982,PTEN,HSPA1B
10053,16844,INHA,NAE1
32059,34023,CARHSP1,KRAS
34023,18822,KRAS,EIF2B3
34023,43723,KRAS,UBQLN2
28478,47763,NRAS,TOP2A
29856,33372,MRPS28,PNO1
23781,46813,EMC4,SPAG7
50888,44853,ENO1,PDHX
27288,40459,KDM4B,SMARCC2
15868,42908,GFER,INTS5
34023,46253,KRAS,STAT1
34023,43661,KRAS,TUFT1
16913,36707,CCDC84,PELO
19034,51328,MUS81,MAPKAPK2
35985,1854,EXOSC9,PDSS2
53953,37066,TP53,PRKCH
51345,33526,CDA,LMTK2
11003,46,CYP1A2,EPB42
28478,1661,NRAS,XPO1
16844,21003,NAE1,VIPR2
42822,6395,PRNP,UBC
50496,6556,MTRF1L,RPL22
43956,8612,ACYP1,UBR7
13091,20693,GTF2H5,PTGS1
44127,14363,TJAP1,ZBTB22
24902,18299,MPZL2,ST14
28478,48369,NRAS,PNLDC1
8327,18810,CA5A,CYP3A4
16844,4821,NAE1,USP21
18835,40006,BRCA1,CDK2
48598,10799,P3H1,GNAI2
30825,17865,PTEN,PNKP
27894,53953,ESR1,TP53
33076,47697,IDH3G,IRAK1
37862,16930,THAP12,RRBP1
9439,28269,QSOX1,TEX15
22471,36541,CFL2,SNAPC1
953,2418,GABPA,SRP9
33653,5853,MRM2,LHX6
45921,40272,HSF1,PRDM5
6914,20759,MED23,SCO1
12242,25662,CSF1R,UTP14A
47610,12217,BAX,MAPK1
28478,25473,NRAS,UBAC2
22145,35917,RNF183,MAP2K1
40375,20631,CHMP2A,NCAPD2
26416,17523,RPA3,PARP1
1666,47411,PCNA,CENPA
28241,26093,NOL9,ZNF830
30924,26692,CSNK1G2,TOP1
10723,43296,MYC,TTLL6
1885,21461,ATM,NLRP2
10723,51883,MYC,RSPH1
16654,4120,PTTG1,TMEM50A
5853,563,LHX6,PRPF3
16654,20204,PTTG1,MGAT1
50805,14317,EIF3D,RPL5
38649,53931,MYCN,NDRG1
53663,27242,FBXO28,SFXN1
36916,46424,PDGFRA,RPL35
23978,11513,ELAVL1,HNRNPM
35985,1547,EXOSC9,TBCB
45224,35462,TACC3,RAD51AP1
11786,12161,CYP3A5,SORBS1
13733,34023,CENPO,KRAS
46154,2420,GPX8,MMP14
20726,17523,DNTT,PARP1
31430,6095,MYOF,TNFAIP2
44930,48442,ABCG2,TLE1
13456,47943,JAK2,TSC1
44610,48529,DBNL,DCUN1D3
28478,16865,NRAS,SUZ12
45660,716,PRMT5,TUBGCP3
49830,20307,ABL1,MORC3
22860,1145,COG3,GNL3L
30505,33503,AUNIP,PTPRC
46070,4585,CTNNBL1,TUBB
20229,17439,ACTN1,FERMT2
47862,22974,PSMD6,TPRKB
47583,18337,NEDD9,YES1
50496,17306,MTRF1L,NFIB
4383,16901,MED9,NDUFB1
34474,33647,TAF8,ZNRD1
52477,14888,ABCB1,PANK2
4405,20693,ATP6V0E1,PTGS1
23742,11089,NACA,PMF1
21613,3355,ASCC3,FH
10662,42908,COPE,INTS5
40375,38222,CHMP2A,TSEN2
48249,25867,DRD1,BRCA2
53417,34928,DDX6,ZC3H7B
32051,14495,BLVRB,SSH3
50760,26928,BCL2,XRCC6
9848,14256,DDR1,TJP1
24902,32873,MPZL2,LAD1
1444,25258,BCR,SCAF11
30981,2290,LARP1,IPO4
30310,46427,RAD51,TIPARP
4113,6879,BLM,TTLL1
49201,36707,CENPM,PELO
10680,13315,BCL2L1,CASP8
16654,25445,PTTG1,MTHFD2L
1444,49639,BCR,SNX10
45958,28755,CYP3A7,IL7
45958,22097,CYP3A7,INTS6L
15346,716,PNISR,TUBGCP3
43214,29623,DCT,IGF2BP3
29352,42908,COPS4,INTS5
12238,261,SKA3,ZNF511
16654,48044,PTTG1,KYAT3
46379,50719,HMGCR,TPSAB1
42908,23742,INTS5,NACA
28102,8397,CYP2D6,KAT6A
40959,16485,COG5,RAB1A
34102,3722,NARS2,FLI1
25342,32409,CASP2,LUC7L2
11786,51172,CYP3A5,HCFC1
5343,46912,NCL,NUDT16
23839,14599,EIF2AK2,ARHGAP45
11003,40081,CYP1A2,TAS2R14
9848,9960,DDR1,ZNF473
16844,11262,NAE1,STK17A
27891,4941,BZW2,CPE
16844,28478,NAE1,NRAS
11540,53017,RPL36A,SLC22A2
30825,47771,PTEN,CHRM4
34176,716,GEMIN2,TUBGCP3
33595,4585,TTC4,TUBB
50428,35052,SRPK1,RPIA
6898,28478,EAF1,NRAS
48789,53120,CITED2,TNF
48339,8198,DHDDS,YARS2
9974,51352,ATRX,RAD52
1815,8243,HLA-DRA,ORM1
4113,9954,BLM,KLF16
52425,16844,LHX2,NAE1
20154,2998,GLI3,NDUFA10
26987,5655,SPAG5,TMEM199
11786,35487,CYP3A5,GBP4
13705,47356,GAPDH,RPE
35085,42161,HOXC12,TRIP6
46337,43732,ZNF385D,TRPC7
29447,34965,ARL2,PDCD7
28478,33254,NRAS,TRPM2
16844,11470,NAE1,TFAP2E
31390,5235,DDX56,EIF3B
42908,23026,INTS5,MBTPS2
50760,41566,BCL2,PARP2
31035,31956,ATAD2,MAPRE1
34991,28478,FCHO1,NRAS
20726,41566,DNTT,PARP2
43811,1885,GDF7,ATM
16844,15104,NAE1,RBM24
35222,17365,CPSF1,KIT
9814,36988,USE1,VPS29
35985,16774,EXOSC9,MASTL
23414,38818,AGPAT1,PDK2
28478,14221,NRAS,SCN4A
34023,48810,KRAS,COX6C
2645,8090,ANAPC13,ROMO1
39043,28022,CSK,RBL2
36047,53953,SERPINI1,TP53
46318,11143,CASP3,MAP1LC3A
18161,8422,FAU,NOP53
34023,38889,KRAS,ODC1
29132,12190,ALB,MBD4
10680,40578,BCL2L1,TNFRSF10A
3722,45847,FLI1,MSI2
38126,18205,HRAS,OTOF
1040,30333,EFR3A,NUP85
31931,28478,LAMTOR3,NRAS
28478,22709,NRAS,TPH1
15061,49667,MAP3K8,NAMPT
13062,22959,GTF2H4,HSCB
35241,28478,PLEKHG7,NRAS
40767,51795,REV3L,A1BG
41624,34472,PLK4,UBE2T
3355,34436,FH,KIF11
331,29485,EEF1G,VPS72
34023,17472,KRAS,AK6
50528,26093,EIF4G1,ZNF830
47157,10723,HNRNPH3,MYC
28045,23742,BDP1,NACA
51661,21641,PFKFB4,PIK3CG
16844,15641,NAE1,UMOD
2123,53953,PTCH1,TP53
49395,16459,CCNE2,DTL
52519,47323,CEP170B,TGFBRAP1
34023,15649,KRAS,SCYL3
8711,28971,CHERP,FARSA
4113,44975,BLM,GPS1
8654,45942,CDT1,HDAC9
34023,31642,KRAS,ERCC6L2
47874,31827,API5,VAMP3
34294,16844,ERO1B,NAE1
30825,7627,PTEN,MAD2L1BP
11052,34023,ARMCX4,KRAS
21775,2828,ABCA3,SP110
10748,41374,LARS2,MAPK12
33430,10525,MED28,NEMF
10680,34023,BCL2L1,KRAS
10723,43826,MYC,XIAP
15438,35656,PSMA1,MED17
4316,11786,ANK3,CYP3A5
48375,49830,FGFR1,ABL1
2624,38823,SNIP1,TRMT5
18247,28478,PPP1R32,NRAS
15054,33154,MSRB3,PSMD8
33430,28725,MED28,OGFOD1
48393,42957,CHEK2,ATR
30825,17523,PTEN,PARP1
23443,44763,NEK2,TPX2
32400,15262,ABCC10,PTPRF
13834,10723,HASPIN,MYC
45958,6383,CYP3A7,PLEKHM1
17523,47716,PARP1,ROS1
2149,50280,SNRK,TYMS
41499,28069,DNAJC8,TXLNA
16954,1524,EPHB2,PKLR
2265,6166,ITPRIP,MYBL2
10723,26640,MYC,VSIG4
38802,34023,GATA2,KRAS
42915,36532,TACSTD2,EHF
36446,15942,KIF2C,AURKB
44930,46960,ABCG2,TRIP11
51099,18835,AZIN1,BRCA1
39043,39245,CSK,PDZRN3
28641,28478,NDUFAF6,NRAS
17748,26951,PSIP1,RANBP6
48393,41103,CHEK2,CHEK1
23742,44098,NACA,NSMCE4A
45386,38610,CDC73,SDHC
45621,34023,CSTF1,KRAS
48393,19031,CHEK2,KAT8
38126,16598,HRAS,NET1
43505,35154,MAP3K11,PITPNM1
34324,16844,C1orf109,NAE1
16844,52401,NAE1,SMARCAL1
28102,50366,CYP2D6,TRIM24
16203,51590,MINDY2,SSC4D
34675,6166,KRT4,MYBL2
35277,11003,CXCR3,CYP1A2
10253,50280,PKN2,TYMS
29049,38126,DPH1,HRAS
29132,18866,ALB,CLDN3
52716,18835,BCL6,BRCA1
19034,44452,MUS81,NFIX
52477,7800,ABCB1,ALDOC
3355,23742,FH,NACA
38321,15584,RPS6KB1,ZBTB11
35985,716,EXOSC9,TUBGCP3
41103,12217,CHEK1,MAPK1
15579,30212,CWF19L2,ZNF202
31094,9951,AFG3L2,NDUFA9
53423,36988,MRPL16,VPS29
44930,15455,ABCG2,ITGB1
2645,16654,ANAPC13,PTTG1
16844,6106,NAE1,WDR45
47874,12242,API5,CSF1R
53924,49999,CTTN,ROPN1L
39043,16298,CSK,CHIA
25867,33497,BRCA2,SMARCB1
34023,51,KRAS,SMG6
35144,48312,DAPK2,DCK
8984,34023,CDC25B,KRAS
16844,11567,NAE1,SMC6
35549,53017,CUX1,SLC22A2
26743,1629,AURKA,TUBGCP5
49801,11714,SRC,FYN
25884,14375,NCAPG,CENPF
40006,17523,CDK2,PARP1
24597,1615,LSR,STX19
3768,50482,BCL2L2,ITGB7
4585,36713,TUBB,TUBA1B
47469,49432,CMPK1,MAGI3
50805,16901,EIF3D,NDUFB1
2,9918,PYCR3,SCRIB
5888,53953,TNFSF10,TP53
36588,31100,VWA3A,MS4A6A
41855,27350,STXBP4,TRNAU1AP
18361,46813,CAPZB,SPAG7
39562,51594,CDKN1A,GRB2
38126,13012,HRAS,TGIF2
27351,46424,NTRK1,RPL35
10723,40986,MYC,TRIM44
6998,29560,EHMT2,TRIM27
32726,34023,CCT6A,KRAS
16654,19766,PTTG1,SEZ6L2
19396,20510,AMHR2,EPHA2
47469,53145,CMPK1,TAOK3
38760,28478,METTL14,NRAS
34023,52756,KRAS,STK33
50805,45660,EIF3D,PRMT5
18810,4469,CYP3A4,SKP1
40540,716,EIF5B,TUBGCP3
39043,15398,CSK,TLL2
51594,29644,GRB2,UCK2
11062,40459,NCOR2,SMARCC2
38126,50218,HRAS,KIAA0355
38126,3813,HRAS,SLITRK2
16001,11657,CCDC117,MSL2
45958,53918,CYP3A7,FOSL1
30458,29485,RPP38,VPS72
3768,15061,BCL2L2,MAP3K8
50541,10723,DIP2B,MYC
49830,11302,ABL1,DLAT
34023,3566,KRAS,TRIM21
16045,5829,ZBED8,TRIM23
42420,20392,GAS2L1,CDC42BPB
38126,16517,HRAS,CPQ
20169,31341,FN3K,HCRT
2651,34527,NR3C1,MSH2
10723,45796,MYC,LMTK3
47308,22549,ZNF227,EXOC5
12538,30825,DBT,PTEN
34834,30825,ACOT12,PTEN
16844,9966,NAE1,TNFRSF12A
43514,34023,FZD8,KRAS
8243,24226,ORM1,PRKCQ
39043,38231,CSK,ZNF607
38126,31640,HRAS,SULT1B1
40189,38126,CRY2,HRAS
28478,7262,NRAS,POU2F2
42760,10723,FBXO9,MYC
26692,677,TOP1,TTN
46801,2888,SCNN1A,SLC16A1
16844,23602,NAE1,NOB1
6085,10560,PTAR1,TRAPPC11
29447,35685,ARL2,NOL8
18733,34023,IFI6,KRAS
50496,52139,MTRF1L,MET
24860,11649,IL20,SLC5A6
4113,10023,BLM,STC2
16903,11262,RRM1,STK17A
25867,17222,BRCA2,DDB1
16913,49201,CCDC84,CENPM
31990,27350,PSMD1,TRNAU1AP
10164,27350,ARGLU1,TRNAU1AP
49692,34023,C3orf33,KRAS
9758,24279,ALK,HCRTR1
18810,27665,CYP3A4,THAP1
50763,37829,SHPRH,ANKRD46
27540,34813,IL36RN,VSX1
34509,39150,LATS2,RHPN1
2645,11328,ANAPC13,HUS1
41103,46427,CHEK1,TIPARP
16844,21313,NAE1,SRM
15451,38321,DAB2IP,RPS6KB1
39043,32706,CSK,TBX19
47209,7747,NDUFA4,PIM1
42908,18110,INTS5,NUBP1
29829,16485,COG7,RAB1A
3768,27304,BCL2L2,CDK12
10662,44430,COPE,SLC35A1
8453,716,MRPL22,TUBGCP3
10553,5178,MAP3K1,RB1
13456,10219,JAK2,DDB2
18569,38823,NFYC,TRMT5
851,35985,COPS2,EXOSC9
16654,29129,PTTG1,GLS
53570,43965,CHI3L2,RALY
19034,35470,MUS81,CKAP5
16844,48886,NAE1,TERT
30825,10622,PTEN,CALU
14851,43598,MED24,RBM17
28478,25604,NRAS,RLF
10680,38126,BCL2L1,HRAS
2919,38126,CHD7,HRAS
16844,17523,NAE1,PARP1
24186,32525,RRAS2,MYO1E
4113,35843,BLM,TRIM15
25450,26102,CYP2C9,SP100
33430,44847,MED28,SLC39A9
30651,31747,NEIL3,RRM2
8637,16844,CD38,NAE1
9875,33595,TFB1M,TTC4
4113,35418,BLM,AP2A1
52924,28691,INTS12,TRMT13
25037,1201,SLC29A2,TNK1
28329,34023,ANXA5,KRAS
3634,28478,CD14,NRAS
49910,255,INO80D,PUM2
29717,10305,NELL2,S100A10
22738,30825,RYR2,PTEN
47624,39887,KIF20B,UBE2C
52311,5832,CSE1L,SLC29A1
19786,9960,RET,ZNF473
25270,3974,PPM1D,WRAP53
23269,29580,RAD51C,XRCC4
38126,11196,HRAS,NRXN1
15903,27351,DBF4,NTRK1
38126,14581,HRAS,KRTAP11-1
15126,10723,LPCAT4,MYC
5509,6302,EGFR,STAT3
49991,28478,GTPBP2,NRAS
26198,53918,CYP2C19,FOSL1
43751,50227,ARIH1,UBA3
22542,45232,TLCD1,TRAF4
5723,34023,CD2BP2,KRAS
43303,16660,PNPT1,SCAMP4
28971,36443,FARSA,RPL13
47749,16104,PIK3CA,PRKCA
35815,2244,PJA2,POLK
45030,10622,SRPX,CALU
16844,51519,NAE1,TREX2
26198,18470,CYP2C19,PDE4DIP
39241,6914,CMAS,MED23
51985,38489,AKAP8,RAB8A
53663,18569,FBXO28,NFYC
30825,22520,PTEN,SIX5
28478,44201,NRAS,RAB41
3168,10966,EDN1,TRPC4AP
5247,29485,MAX,VPS72
6937,48312,CSNK1D,DCK
18341,36994,AADACL2,LCN15
10164,9898,ARGLU1,FUBP1
6461,46965,TPM2,TSPAN13
437,7308,MYO1B,RND3
30825,9797,PTEN,ADAM11
15785,23742,MRPL27,NACA
28478,35313,NRAS,STARD7
27351,41296,NTRK1,SETMAR
32400,10553,ABCC10,MAP3K1
50823,51594,BCKDK,GRB2
16654,34484,PTTG1,OPN4
15430,41103,TUBA1A,CHEK1
25450,15548,CYP2C9,RFC5
28555,31798,CCDC138,HAT1
19034,29723,MUS81,LYPLA2
43887,52654,GCNT2,SEMA4F
13504,28478,MYLIP,NRAS
16730,53953,CCNE1,TP53
38692,790,POLD4,POLM
32455,17527,MAP7,EXPH5
35580,18049,BCAT2,MAP2K7
44098,36443,NSMCE4A,RPL13
34527,37562,MSH2,POLB
21599,48426,IREB2,RSL24D1
43759,4768,MRPL18,RNF146
34622,34023,GDF10,KRAS
43255,10723,PKN1,MYC
17687,10728,ATAD5,WDHD1
43598,31256,RBM17,XRN2
49868,19196,LSM7,RBM14
10583,23192,DBH,IL12A
47874,19362,API5,ILF2
2483,19377,SNX2,COPS5
8453,52919,MRPL22,NUP54
21775,19464,ABCA3,RTP4
27389,49801,CYP4F12,SRC
15455,38919,ITGB1,SLC22A1
28478,2244,NRAS,POLK
41993,53442,CDC25A,HMGA1
26228,45988,HNRNPD,HNRNPA1
19152,11003,ATF5,CYP1A2
4961,18967,KCTD10,MED14
1885,41374,ATM,MAPK12
28780,28478,GC,NRAS
22438,22977,EIF4E,HSPB2
28478,19895,NRAS,TTLL3
4347,30825,PNMA1,PTEN
51719,2661,ADRA1A,RGS19
17074,26320,GGA3,SLC25A19
38126,15705,HRAS,TTBK2
34023,8645,KRAS,MCM5
16654,12330,PTTG1,TTC31
39043,32811,CSK,STARD9
38126,24631,HRAS,TOMM6
49830,44601,ABL1,FCN3
1029,44451,REXO2,TRPM7
30310,24850,RAD51,RELA
27304,7747,CDK12,PIM1
8733,41435,ZNF407,ATP2B3
38141,25455,CCT2,NFKB2
16844,31529,NAE1,XBP1
9507,16844,CCNJ,NAE1
6166,34462,MYBL2,STX11
21775,21935,ABCA3,BAD
46538,15543,MCPH1,MLH1
40522,38126,C6,HRAS
39175,50280,DVL2,TYMS
34023,18911,KRAS,TTC23
4113,29748,BLM,HM13
10008,46616,OR10G4,RGS16
32973,34023,GPX4,KRAS
38126,3681,HRAS,KALRN
16844,3077,NAE1,QSOX2
41262,9902,DDX10,SS18L1
23479,37306,PPP5C,SAE1
24480,33595,GFI1B,TTC4
36446,35462,KIF2C,RAD51AP1
2049,13382,CDC25C,HMMR
53302,42822,IGFBP6,PRNP
51839,50668,CAMK2G,UMPS
36625,43505,FAM89B,MAP3K11
30825,50965,PTEN,BEGAIN
31384,28478,ABCB5,NRAS
36560,34023,CELF5,KRAS
16844,28090,NAE1,SLK
19891,51031,PLOD3,TAF1L
36916,4736,PDGFRA,SLC50A1
39043,17614,CSK,C11orf54
26644,7453,TNFRSF10B,ZBTB32
7245,22214,BOD1L1,POLN
4113,39977,BLM,AHR
27278,26743,ACTL6A,AURKA
9331,29272,RANBP3,TYK2
21566,7745,GRIN2C,SMU1
52477,35265,ABCB1,CADM4
26967,28478,DNAJB2,NRAS
17341,35289,TSR3,PMM2
34357,41930,ANP32B,INIP
25867,50719,BRCA2,TPSAB1
30813,9809,PARD6A,ABL2
19034,505,MUS81,VWCE
51328,47749,MAPKAPK2,PIK3CA
1079,32427,CSH2,SLAMF1
35277,45958,CXCR3,CYP3A7
19034,36501,MUS81,C6orf58
12567,31080,C4BPB,RAD18
8453,51050,MRPL22,PSMC1
45958,5648,CYP3A7,HPS1
52387,43598,MRPL36,RBM17
31990,392,PSMD1,RPLP1
46437,27351,CEACAM1,NTRK1
11361,38919,CAMK2B,SLC22A1
38186,16409,HMGB1,USP1
28391,36223,RCC2,CTCF
4113,21742,BLM,SPTB
48980,26644,AKT1,TNFRSF10B
48522,34023,ARL4A,KRAS
34023,48094,KRAS,TLK2
49114,34023,PGPEP1,KRAS
6898,39825,EAF1,TOP2B
1666,45321,PCNA,ZWINT
16036,10723,ARFGEF2,MYC
18835,27304,BRCA1,CDK12
41329,38200,FGFR3,PRKCZ
34102,12460,NARS2,ZBTB6
45171,28478,MAD2L1,NRAS
39043,27421,CSK,TPM3
12076,38126,CKMT1B,HRAS
44930,11778,ABCG2,FLT3LG
3722,45529,FLI1,SPINT2
23594,29132,AKR7A2,ALB
10723,38267,MYC,POMC
28478,23409,NRAS,RFPL2
50394,45995,MED1,SRSF7
11262,50280,STK17A,TYMS
17963,35985,ACTR10,EXOSC9
13650,7131,CDCA8,PSMD12
27685,22630,MYO1C,PDXK
18835,8654,BRCA1,CDT1
51594,28951,GRB2,MAP2K2
24850,29610,RELA,SESN2
40942,28478,HDAC7,NRAS
19034,10582,MUS81,CDK5RAP2
19034,19261,MUS81,ZMYND15
28366,45074,RAB1B,TMEM134
38126,48224,HRAS,STARD10
38963,11859,ZFP30,ZNF567
22131,46784,XPO7,RAD17
37465,17762,LYRM2,NDUFAF4
42367,34023,AP2B1,KRAS
14550,1408,STMN1,ESPL1
51724,20454,ZFP28,ZNF569
42217,28478,FANCA,NRAS
33405,17365,EGR3,KIT
29055,30825,KDELR2,PTEN
34023,51888,KRAS,LRRTM2
28478,46862,NRAS,UCHL5
36580,17558,ACP1,RAB23
53442,41720,HMGA1,NOS2
28478,25329,NRAS,PRKAR2B
29132,14317,ALB,RPL5
8646,38126,FLRT2,HRAS
51741,18016,PKMYT1,SIVA1
33794,25716,PDCD1LG2,ZNF512B
4761,28478,ADA2,NRAS
35010,14957,ID1,KLF5
33931,45321,NAA25,ZWINT
25867,14764,BRCA2,IL6ST
10723,40895,MYC,STAMBP
8917,38919,CRCP,SLC22A1
28756,14495,FLCN,SSH3
34023,31398,KRAS,POLR3A
8453,43598,MRPL22,RBM17
42915,39016,TACSTD2,TMEM125
