gene_a.name	gene_a.identifier	gene_b.name	gene_b.identifier	SL.cell_line	SL.pubmed_id	SL.source	SL.statistic_score
POLR2K	5440	TSEN2	80746	Jurkat	31300006	CRISPR/CRISPRi	0.04
PTPN21	11099	SAMD4A	23034	null	25171417	Computational Prediction	0.2
MICA	100507436	SAMD4A	23034	null	25171417	Computational Prediction	0.2
VCL	7414	SAMD4A	23034	null	25171417	Computational Prediction	0.3
CD248	57124	RNF168	165918	null	29959327	Computational Prediction	0.3
NAE1	8883	RNF168	165918	HCT116	23100467	GenomeRNAi	0.5
NAE1	8883	PPIP5K1	9677	HCT116;HCT116;HCT116	23100467	GenomeRNAi	0.611
DHX37	57647	FOXP2	93986	null	29959327	Computational Prediction	0.3
BLM	641	NPTN	27020	COAD	24104479	Text Mining	0.6
FBXW7	55294	BUB1B	701	null	26354767	Low Throughput	null
AQR	9716	BUB1B	701	null	25171417	Computational Prediction	0.2
KRAS	3845	BUB1B	701	null	27655641	RNAi Screen	0.4
CDC25B	994	PCDHGA10	56106	null	29959327	Computational Prediction	0.3
PARP12	64761	PCDHGA10	56106	null	29959327	Computational Prediction	0.3
E4F1	1877	MAZ	4150	null	25171417	Computational Prediction	0.2
MYC	4609	LMTK3	114783	null	25495526	Low Throughput	null
API5	8539	GIN1	54826	null	25171417	Computational Prediction	0.3
CMAS	55907	GIN1	54826	null	25171417	Computational Prediction	0.3
COMMD10	51397	GIN1	54826	null	25171417	Computational Prediction	0.2
PRPF18	8559	GIN1	54826	null	25171417	Computational Prediction	0.3
CSNK1G3	1456	GIN1	54826	null	25171417	Computational Prediction	0.2
AP3B1	8546	GIN1	54826	null	25171417	Computational Prediction	0.2
MYOF	26509	CLIP1	6249	null	25171417	Computational Prediction	0.3
RAB5A	5868	CLIP1	6249	null	25171417	Computational Prediction	0.3
ALDOA	226	PDHA1	5160	Hela	31300006	CRISPR/CRISPRi	0.29
ENO2	2026	PDHA1	5160	A549	31300006	CRISPR/CRISPRi	0.2
MAP2K4	6416	PRPSAP2	5636	null	25171417	Computational Prediction	0.2
CSNK1G3	1456	PPP2CA	5515	null	25171417	Computational Prediction	0.2
CANX	821	PPP2CA	5515	null	25171417	Computational Prediction	0.2
KRAS	3845	PPP2CA	5515	null	28700943	High Throughput	null
GIN1	54826	PPP2CA	5515	null	25171417	Computational Prediction	0.2
CSK	1445	TMEM248	55069	null	29987050	High Throughput	null
PTTG1	9232	ASGR1	432	COAD	24104479	Text Mining	0.6
KRAS	3845	VPS36	51028	COAD	24104479	Text Mining	0.6
BLM	641	SUPT6H	6830	COAD	24104479	Text Mining	0.6
GGA3	23163	SUPT6H	6830	null	25171417	Computational Prediction	0.2
FBXW7	55294	SUPT6H	6830	null	26354767	Low Throughput	null
CAPN1	823	CST6	1474	null	25171417	Computational Prediction	0.2
BRCA2	675	USP6	9098	BRCA	25407795	Text Mining	0.4
CREBBP	1387	USP6	9098	BRCA	25407795	Text Mining	0.4
JAK2	3717	USP6	9098	BRCA	25407795	Text Mining	0.4
MTRF1L	54516	USP6	9098	BRCA	25407795	Text Mining	0.4
MCPH1	79648	USP6	9098	BRCA	25407795	Text Mining	0.4
DDX10	1662	USP6	9098	BRCA	25407795	Text Mining	0.4
GATA3	2625	USP6	9098	BRCA	25407795	Text Mining	0.4
CDH1	999	USP6	9098	BRCA	25407795	Text Mining	0.4
PIK3C3	5289	USP6	9098	BRCA	25407795	Text Mining	0.4
MEN1	4221	USP6	9098	BRCA	25407795	Text Mining	0.4
ABCC4	10257	USP6	9098	BRCA	25407795	Text Mining	0.4
HRAS	3265	USP6	9098	DLD-1	19490893	GenomeRNAi	0.464
NARS2	79731	USP6	9098	BRCA	25407795	Text Mining	0.4
NRAS	4893	USP6	9098	DLD-1	19490893	GenomeRNAi	0.464
CCT2	10576	USP6	9098	BRCA	25407795	Text Mining	0.4
BIRC3	330	USP6	9098	BRCA	25407795	Text Mining	0.4
KRAS	3845	SGMS1	259230	COAD	24104479	Text Mining	0.6
ADK	132	SGMS1	259230	null	25171417	Computational Prediction	0.2
NRAS	4893	SGMS1	259230	DLD-1	19490893	GenomeRNAi	0.44
HRAS	3265	SGMS1	259230	DLD-1	19490893	GenomeRNAi	0.44
EIF4G1	1981	TCERG1L	256536	null	29959327	Computational Prediction	0.3
SNX8	29886	TCERG1L	256536	null	29959327	Computational Prediction	0.3
CSK	1445	ETV5	2119	null	29987050	High Throughput	null
NAE1	8883	NEIL1	79661	HCT116;HCT116;HCT116	23100467	GenomeRNAi	0.611
ABCA3	21	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
ABCB1	5243	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
PDGFRA	5156	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
CYP3A5	1577	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
CSF1R	1436	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
CYP2D6	1565	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
CYP3A4	1576	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
CYP3A7	1551	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
ABL1	25	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
SLC22A1	6580	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
CYP2C9	1559	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
ALB	213	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
DDR1	780	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
PTGS1	5742	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
NTRK1	4914	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
SLC22A2	6582	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
PDGFRB	5159	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
CYP2C19	1557	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
ABCG2	9429	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
BCR	613	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
RET	5979	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
CYP1A2	1544	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
KIT	3815	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
ORM1	5004	SORBS1	10580	K562;K562	20609354	GenomeRNAi	0.503
HRAS	3265	MMUT	4594	DLD-1	19490893	GenomeRNAi	0.449
KRAS	3845	PHLDB2	90102	null	28700943	High Throughput	null
EFEMP1	2202	PHLDB2	90102	null	25171417	Computational Prediction	0.2
OSMR	9180	PHLDB2	90102	null	25171417	Computational Prediction	0.2
DCBLD2	131566	PHLDB2	90102	null	25171417	Computational Prediction	0.2
POLR2K	5440	RPL30	6156	Jurkat	31300006	CRISPR/CRISPRi	0.06
NRAS	4893	RPL30	6156	DLD-1	19490893	GenomeRNAi	0.476
RPS3	6188	RPL30	6156	null	25171417	Computational Prediction	0.3
GNL3L	54552	RPL30	6156	Jurkat	31300006	CRISPR/CRISPRi	0.03
HRAS	3265	RPL30	6156	DLD-1	19490893	GenomeRNAi	0.476
MRPL22	29093	RPL30	6156	Jurkat	31300006	CRISPR/CRISPRi	0.08
MUS81	80198	RPL30	6156	COAD	24104479	Text Mining	0.6
PLXNB2	23654	TRIOBP	11078	null	25171417	Computational Prediction	0.2
MUS81	80198	AP3S2	10239	COAD	24104479	Text Mining	0.6
PTTG1	9232	AP3S2	10239	COAD	24104479	Text Mining	0.6
BLM	641	AP3S2	10239	COAD	24104479	Text Mining	0.6
SORCS2	57537	VAPB	9217	null	29959327	Computational Prediction	0.3
PLK2	10769	VAPB	9217	null	29959327	Computational Prediction	0.3
NAE1	8883	RGS7BP	401190	A375;A375;A375;A375;A375;HCT116	23100467	GenomeRNAi	0.644
CSK	1445	CHN1	1123	null	29987050	High Throughput	null
FNTA	2339	GOLGA7	51125	null	25171417	Computational Prediction	0.2
NRAS	4893	GOLGA7	51125	null	28162770	High Throughput	null
BRF2	55290	GOLGA7	51125	null	25171417	Computational Prediction	0.2
ASH2L	9070	GOLGA7	51125	null	25171417	Computational Prediction	0.2
RYK	6259	TNIP1	10318	null	29959327	Computational Prediction	0.3
ECT2	1894	TNIP1	10318	null	29959327	Computational Prediction	0.3
INTS7	25896	TNIP1	10318	null	29959327	Computational Prediction	0.3
OR2AK2	391191	TNIP1	10318	null	29959327	Computational Prediction	0.3
CSK	1445	IST1	9798	null	29987050	High Throughput	null
ABCC4	10257	BIRC3	330	BRCA	25407795	Text Mining	0.4
BCL2	596	BIRC3	330	HeLa;breast carcinoma_D058922	17000754;18327707	GenomeRNAi;Text Mining	0.5875
ABCB11	8647	BIRC3	330	HeLa	17000754	GenomeRNAi	0.5
ABCB1	5243	BIRC3	330	HeLa	17000754	GenomeRNAi	0.5
BCL10	8915	BIRC3	330	BRCA	25407795	Text Mining	0.4
ABCC1	4363	BIRC3	330	HeLa	17000754	GenomeRNAi	0.5
ABCG2	9429	BIRC3	330	HeLa	17000754	GenomeRNAi	0.5
ABCC10	89845	BIRC3	330	HeLa	17000754	GenomeRNAi	0.5
ABCC2	1244	BIRC3	330	HeLa	17000754	GenomeRNAi	0.5
NARS2	79731	BIRC3	330	BRCA	25407795	Text Mining	0.4
BIRC2	329	BIRC3	330	breast carcinoma_D058922	18327707	Text Mining	0.1775
KRAS	3845	TVP23A	780776	null	28700943	High Throughput	null
PTEN	5728	POLR2I	5438	COAD	24104479	Text Mining	0.6
LIN37	55957	POLR2I	5438	null	25171417	Computational Prediction	0.2
BLM	641	POLR2I	5438	COAD	24104479	Text Mining	0.6
KRAS	3845	FAM216A	29902	COAD	24104479	Text Mining	0.6
ACTL6A	86	MRPL35	51318	K562	31300006	CRISPR/CRISPRi	0.36
KCTD10	83892	MRPL35	51318	K562	31300006	CRISPR/CRISPRi	0.15
CDC40	51362	MRPL35	51318	K562	31300006	CRISPR/CRISPRi	0.28
BLM	641	PELP1	27043	COAD	24104479	Text Mining	0.6
PTTG1	9232	SLC35A2	7355	COAD	24104479	Text Mining	0.6
CSF3R	1441	GMPS	8833	LAML	28319085	CRISPR/CRISPRi	0.68
KRAS	3845	GMPS	8833	null	28700943	High Throughput	null
CAMK1D	57118	GMPS	8833	LAML	28319085	CRISPR/CRISPRi	0.68
ACY1	95	GMPS	8833	LAML	28319085	CRISPR/CRISPRi	0.68
BEND3	57673	LBR	3930	null	25171417	Computational Prediction	0.3
PLK4	10733	LBR	3930	null	25171417	Computational Prediction	0.3
CDC25A	993	LBR	3930	null	25171417	Computational Prediction	0.3
DAZAP1	26528	LBR	3930	null	25171417	Computational Prediction	0.3
RBM15	64783	LBR	3930	null	25171417	Computational Prediction	0.3
RFXAP	5994	LBR	3930	null	25171417	Computational Prediction	0.3
MUS81	80198	ATXN7L1	222255	COAD	24104479	Text Mining	0.6
BLM	641	ATXN7L1	222255	COAD	24104479	Text Mining	0.6
MUS81	80198	DNAJB9	4189	COAD	24104479	Text Mining	0.6
QSOX1	5768	TEX15	56154	null	29959327	Computational Prediction	0.3
KRAS	3845	MARS1	4141	null	28700943	High Throughput	null
BDP1	55814	MARS1	4141	K562	31300006	CRISPR/CRISPRi	0.23
KCTD10	83892	MARS1	4141	K562	31300006	CRISPR/CRISPRi	0.3
LEO1	123169	MARS1	4141	K562	31300006	CRISPR/CRISPRi	0.33
EIF3D	8664	MARS1	4141	K562	31300006	CRISPR/CRISPRi	0.16
GTF2H4	2968	MARS1	4141	K562	31300006	CRISPR/CRISPRi	0.21
KRAS	3845	CAPG	822	COAD	24104479	Text Mining	0.6
POMC	5443	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
CDKN1A	1026	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
HCRTR1	3061	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
CAMK2G	818	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
CDK8	1024	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
GCK	2645	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
PRODH	5625	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
CDK5	1020	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
PTK6	5753	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
NT5M	56953	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
RPS6KA2	6196	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
CDC25A	993	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
MRPS7	51081	TK1	7083	null	25171417	Computational Prediction	0.2
CSNK1G2	1455	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
KSR1	8844	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
DDR1	780	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
PRKCZ	5590	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
CHD1	1105	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
AMHR2	269	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
EPHA2	1969	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
MAP2K2	5605	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
MAP3K10	4294	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
PIK3CB	5291	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
CYP4F12	66002	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
CSK	1445	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
HMGA1	3159	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
DMPK	1760	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
NAE1	8883	TK1	7083	A375;A375;A375;A375;A375;HCT116;HCT116;HCT116	23100467	GenomeRNAi	0.647
DCXR	51181	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
NPEPPS	9520	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
DBH	1621	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
GPX1	2876	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
NPR1	4881	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
PRKAR1A	5573	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
OXT	5020	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
AURKB	9212	TK1	7083	null	25171417	Computational Prediction	0.3
ERBB2	2064	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
FABP4	2167	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
BCKDK	10295	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
DDR2	4921	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
RELA	5970	TK1	7083	LAML	28319085	CRISPR/CRISPRi	0.68
CDC20	991	TK1	7083	null	25171417	Computational Prediction	0.3
CHEK2	11200	MUC16	94025	null	27438146	Computational Prediction	0.3
ERCC6	2074	MUC16	94025	null	27438146	Computational Prediction	0.3
BRCA2	675	MUC16	94025	null	27438146	Computational Prediction	0.3
MLH1	4292	MUC16	94025	null	27438146	Computational Prediction	0.3
ERCC5	2073	MUC16	94025	null	27438146	Computational Prediction	0.3
PPP2R1A	5518	PSMC6	5706	K562	31300006	CRISPR/CRISPRi	0.16
INTS5	80789	PSMC6	5706	K562	31300006	CRISPR/CRISPRi	0.16
NAE1	8883	PSMC6	5706	A375;A375	23100467	GenomeRNAi	0.575
NUP54	53371	PSMC6	5706	K562	31300006	CRISPR/CRISPRi	0.2
NFE2L1	4779	PSMC6	5706	K562	31300006	CRISPR/CRISPRi	0.24
TMEM230	29058	PSMC6	5706	null	25171417	Computational Prediction	0.173
GRIN2C	2905	PSMC6	5706	null	25171417	Computational Prediction	0.3
FTSJ3	117246	PSMC6	5706	K562	31300006	CRISPR/CRISPRi	0.26
AFG3L2	10939	PSMC6	5706	K562	31300006	CRISPR/CRISPRi	0.23
KCTD10	83892	PSMC6	5706	K562	31300006	CRISPR/CRISPRi	0.2
NAA15	80155	CCNC	892	null	25171417	Computational Prediction	0.3
GRB2	2885	ABL2	27	OV	26637171	Text Mining	0.4
JUP	3728	ABL2	27	OV	26637171	Text Mining	0.4
NEDD9	4739	ABL2	27	OV	26637171	Text Mining	0.4
DAG1	1605	ABL2	27	OV	26637171	Text Mining	0.4
PDGFRB	5159	ABL2	27	OV	26637171	Text Mining	0.4
ABL1	25	ABL2	27	OV	26637171	Text Mining	0.4
ANXA6	309	ABL2	27	OV	26637171	Text Mining	0.4
RAPGEF1	2889	ABL2	27	OV	26637171	Text Mining	0.4
EPB41L2	2037	ABL2	27	OV	26637171	Text Mining	0.4
TRPM7	54822	ABL2	27	OV	26637171	Text Mining	0.4
DYNLL1	8655	ABL2	27	OV	26637171	Text Mining	0.4
SRC	6714	ABL2	27	OV	26637171	Text Mining	0.4
VAV1	7409	ABL2	27	OV	26637171	Text Mining	0.4
JAK2	3717	ABL2	27	OV	26637171	Text Mining	0.4
KLF10	7071	ABL2	27	OV	26637171	Text Mining	0.4
CSNK2A1	1457	ABL2	27	OV	26637171	Text Mining	0.4
XRCC5	7520	ABL2	27	OV	26637171	Text Mining	0.4
PLCG2	5336	ABL2	27	OV	26637171	Text Mining	0.4
PAK3	5063	ABL2	27	OV	26637171	Text Mining	0.4
PARD6A	50855	ABL2	27	OV	26637171	Text Mining	0.4
CCND3	896	ABL2	27	OV	26637171	Text Mining	0.4
PLSCR1	5359	ABL2	27	OV	26637171	Text Mining	0.4
PRKCA	5578	ABL2	27	OV	26637171	Text Mining	0.4
YES1	7525	ABL2	27	OV	26637171	Text Mining	0.4
BCAR3	8412	ABL2	27	OV	26637171	Text Mining	0.4
PRKCE	5581	ABL2	27	OV	26637171	Text Mining	0.4
GAB1	2549	ABL2	27	OV	26637171	Text Mining	0.4
BCL3	602	ABL2	27	OV	26637171	Text Mining	0.4
TP53	7157	ABL2	27	null	24025726	Computational Prediction	0.3
EPB41L1	2036	ABL2	27	OV	26637171	Text Mining	0.4
CRK	1398	ABL2	27	OV	26637171	Text Mining	0.4
EGF	1950	ABL2	27	OV	26637171	Text Mining	0.4
KRAS	3845	EPB41L1	2036	COAD	24104479	Text Mining	0.6
CSK	1445	MCOLN3	55283	null	29987050	High Throughput	null
HRAS	3265	PDSS2	57107	DLD-1	19490893	GenomeRNAi	0.44
EIF3M	10480	PDSS2	57107	K562	31300006	CRISPR/CRISPRi	0.18
EXOSC9	5393	PDSS2	57107	Jurkat	31300006	CRISPR/CRISPRi	0.12
MED28	80306	PDSS2	57107	K562	31300006	CRISPR/CRISPRi	0.31
CPA4	51200	PDSS2	57107	null	29959327	Computational Prediction	0.3
NRAS	4893	PDSS2	57107	DLD-1	19490893	GenomeRNAi	0.44
NSMCE4A	54780	PDSS2	57107	Jurkat	31300006	CRISPR/CRISPRi	0.11
NACA	4666	PDSS2	57107	Jurkat	31300006	CRISPR/CRISPRi	0.12
KRAS	3845	PDSS2	57107	DLD-1	19490893	GenomeRNAi	0.44
SLCO4A1	28231	VGLL4	9686	null	29959327	Computational Prediction	0.3
NAE1	8883	TBC1D12	23232	A375;A375	23100467	GenomeRNAi	0.575
CSK	1445	TBC1D12	23232	null	29987050	High Throughput	null
CCBE1	147372	SERPINE1	5054	null	25171417	Computational Prediction	0.3
TSPAN4	7106	SERPINE1	5054	null	25171417	Computational Prediction	0.3
BLM	641	SERPINE1	5054	COAD	24104479	Text Mining	0.6
GSDME	1687	SERPINE1	5054	null	25171417	Computational Prediction	0.2
INHBA	3624	SERPINE1	5054	null	25171417	Computational Prediction	0.2
HDGFL1	154150	REG1B	5968	null	29959327	Computational Prediction	0.3
HRAS	3265	TAF6	6878	DLD-1	19490893	GenomeRNAi	0.443
NRAS	4893	TAF6	6878	DLD-1	19490893	GenomeRNAi	0.443
KRAS	3845	TAF6	6878	DLD-1	19490893	GenomeRNAi	0.443
MOSPD3	64598	TAF6	6878	null	25171417	Computational Prediction	0.2
BLM	641	TAF6	6878	COAD	24104479	Text Mining	0.6
FARSA	2193	STX10	8677	null	25171417	Computational Prediction	0.2
RRM1	6240	LRRC40	55631	null	25171417	Computational Prediction	0.3
NAE1	8883	ATP23	91419	A375;A375;A375;HCT116;HCT116;HCT116;HCT116	23100467	GenomeRNAi	0.647
KRAS	3845	GPAT3	84803	DLD-1	19490893	GenomeRNAi	0.443
HRAS	3265	GPAT3	84803	DLD-1	19490893	GenomeRNAi	0.443
GLRX2	51022	MEF2C	4208	null	29959327	Computational Prediction	0.3
PTTG1	9232	ASCC2	84164	COAD	24104479	Text Mining	0.6
BRCA1	672	RUNX1	861	293T	28319113	CRISPR/CRISPRi	0.65
RAC2	5880	RUNX1	861	null	25171417	Computational Prediction	0.3
CDK9	1025	RUNX1	861	HeLa	28319113	CRISPR/CRISPRi	0.65
TRMU	55687	CCNF	899	null	25171417	Computational Prediction	0.3
PSRC1	84722	CCNF	899	null	25171417	Computational Prediction	0.3
SMARCB1	6598	CCNF	899	null	25171417	Computational Prediction	0.3
RRM2	6241	CCNF	899	null	25171417	Computational Prediction	0.3
TYMS	7298	CCNF	899	null	25171417	Computational Prediction	0.3
CDC7	8317	CCNF	899	null	25171417	Computational Prediction	0.3
SRRM1	10250	CCNF	899	null	25171417	Computational Prediction	0.3
NCAPD3	23310	CCNF	899	null	25171417	Computational Prediction	0.3
H2AX	3014	CCNF	899	null	25171417	Computational Prediction	0.3
KRAS	3845	USP17L21	100287478	null	28700943	High Throughput	null
CSK	1445	EEF1AKMT1	221143	null	29987050	High Throughput	null
KRAS	3845	EEF1AKMT1	221143	null	28700943	High Throughput	null
POLR2K	5440	ZNF7	7553	null	25171417	Computational Prediction	0.2
MRPL13	28998	ZNF7	7553	null	25171417	Computational Prediction	0.2
RIDA	10247	ZNF7	7553	null	25171417	Computational Prediction	0.2
RNF139	11236	ZNF7	7553	null	25171417	Computational Prediction	0.2
COMMD5	28991	ZNF7	7553	null	25171417	Computational Prediction	0.2
BLM	641	PPM1M	132160	COAD	24104479	Text Mining	0.6
PTTG1	9232	PPM1M	132160	COAD	24104479	Text Mining	0.6
PTGS1	5742	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
CYP3A5	1577	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
CSF1R	1436	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
ABCB1	5243	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
CYP1A2	1544	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
PDGFRB	5159	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
ABCA3	21	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
ABL1	25	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
DDR1	780	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
ABCG2	9429	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
KIT	3815	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
CYP2D6	1565	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
CYP2C9	1559	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
ALB	213	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
BCR	613	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
ORM1	5004	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
RET	5979	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
CYP3A7	1551	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
CYP2C19	1557	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
NTRK1	4914	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
CYP3A4	1576	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
PDGFRA	5156	SCAF11	9169	K562;K562	20609354	GenomeRNAi	0.506
MUS81	80198	ZFP1	162239	COAD	24104479	Text Mining	0.6
TERF2IP	54386	ZFP1	162239	null	25171417	Computational Prediction	0.2
TJP1	7082	DSP	1832	null	25171417	Computational Prediction	0.3
F2RL1	2150	DSP	1832	null	25171417	Computational Prediction	0.3
HRAS	3265	PPM1E	22843	DLD-1	19490893	GenomeRNAi	0.44
KRAS	3845	PPM1E	22843	DLD-1	19490893	GenomeRNAi	0.44
NRAS	4893	PPM1E	22843	DLD-1	19490893	GenomeRNAi	0.44
MTRES1	51250	DLST	1743	K562	31300006	CRISPR/CRISPRi	0.21
CALM1	801	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.506
CLEC2D	29121	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.503
CAMK2B	816	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.53
CD93	22918	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.503
ADAM22	53616	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.503
ATF5	22809	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.524
CRYBB2	1415	CSF1R	1436	K562;K562;K562	20609354	GenomeRNAi	0.572
AKR7A2	8574	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.503
ANK3	288	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.506
API5	8539	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.506
CRCP	27297	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.512
CLPX	10845	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.503
ATP2C2	9914	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.503
COL3A1	1281	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.521
CPSF1	29894	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.506
LDLRAD4	753	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.506
CLDN3	1365	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.515
CADM4	199731	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.569
CAMK2G	818	CSF1R	1436	K562	20609354	GenomeRNAi	0.44
CACNA2D2	9254	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.503
CLTC	1213	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.524
CNR1	1268	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.506
ALDOC	230	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.509
ATP6V0E1	8992	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.503
CAPN6	827	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.506
AZGP1	563	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.506
CARS1	833	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.506
CLTA	1211	CSF1R	1436	K562;K562;K562;K562	20609354	GenomeRNAi	0.587
ALG10B	144245	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.503
BAD	572	CSF1R	1436	K562;K562;K562	20609354	GenomeRNAi	0.548
ATP7A	538	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.509
CA5A	763	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.524
CCL23	6368	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.506
CEACAM1	634	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.509
ACSL1	2180	CSF1R	1436	K562;K562;K562	20609354	GenomeRNAi	0.551
ABCB6	10058	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.509
CA2	760	CSF1R	1436	K562;K562	20609354	GenomeRNAi	0.509
